title,size,category,indexer
Private.Princess.Christmas.2024.720p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune,2568269000,movie,nzbgeek
All.the.Devils.Are.Here.2025.720p.SKST.WEB-DL.DD.5.1.H.264-playWEB,3287067000,movie,nzbgeek
The.Mule.2018.1080p.YT.WEB-DL.AAC.2.0.H.264-PiRaTeS,5572053000,movie,nzbgeek
The.Maze.Runner.2014.1080p.PCOK.WEB-DL.DDP.5.1.H.264-PiRaTeS,4758208000,movie,nzbgeek
One.Battle.After.Another.2025.MULTi.COMPLETE.BLURAY-PtBM,53462405000,movie,nzbgeek
She.Killed.in.Ecstasy.1971.2160p.USA.UHD.Blu-ray.HEVC.DTS-HD.MA.2.0,64988925000,movie,nzbgeek
The.Retreat.2025.1080p.WEBRip.DDP.2.0.10bit.H.265-iVy,881073000,movie,nzbgeek
A.Deadly.American.Marriage.2025.1080p.WEBRip.DDP.5.1.Atmos.10bit.H.265-iVy,1844845000,movie,nzbgeek
to.thy.rest.2025.1080p.webrip.ddp.2.0.10bit.h.265-ivy,5205454000,movie,nzbgeek
The.Matrix.1999.1080p.ATVP.MGMP.WEB-DL.DD.5.1.H.264-PiRaTeS,13159961000,movie,nzbgeek
The.Matrix.1999.1080p.MGMP.WEB-DL.DDP.5.1.H.264-PiRaTeS,11170155000,movie,nzbgeek
War.2.2025.1080p.WEBRip.DDP.5.1.10bit.H.265-iVy,3581412000,movie,nzbgeek
vain.2025.web.h264-rbb,1301181000,movie,nzbgeek
The.Martian.2015.1080p.ATVP.PMTP.WEB-DL.DD.5.1.H.264-PiRaTeS,9244659000,movie,nzbgeek
The.Martian.2015.1080p.PMTP.WEB-DL.DDP.5.1.H.264-PiRaTeS,4338356000,movie,nzbgeek
Im.Still.Here.2024.2160p.WEB-DL.60Fps.HQ.DoVi.H.265.10bit.DTS5.1.2Audios-UBWEB,53196408000,movie,nzbgeek
Zodiac.2007.edition-Directors.Cut.1080p.WEBRip.DDP.5.1.10bit.H.265-iVy,2452631000,movie,nzbgeek
Girls.Like.Us.2012.1080p.PCOK.WEB-DL.AAC.2.0.H.264-OnlyWeb,4625808000,movie,nzbgeek
Giving.Thanks.2023.1080p.PCOK.WEB-DL.AAC.2.0.H.264-OnlyWeb,4216045000,movie,nzbgeek
Youre.Killing.Me.2023.1080p.WEBRip.DDP.5.1.10bit.H.265-iVy,1085408000,movie,nzbgeek
Dugout.2024.1080p.WEB-DL.AAC.H.264-HDSWEB,1049313000,movie,nzbgeek
What.Happens.After.the.Massacre.2025.1080p.WEBRip.DDP.2.0.10bit.H.265-iVy,1748840000,movie,nzbgeek
The.Sound.2025.1080p.WEBRip.DDP.5.1.10bit.H.265-iVy,1333938000,movie,nzbgeek
The.Substance.2024.UHD.BluRay.2160p.DTS-HD.MA.5.1.DV.HEVC.REMUX-FraMeSToR,66888774000,movie,nzbgeek
i.dont.know.how.she.does.it.2011.720p.web.h264-jff,3196044000,movie,nzbgeek
i.dont.know.how.she.does.it.2011.web.h264-rbb,846628000,movie,nzbgeek
Sons.of.the.Neon.Night.2025.2160p.HQ.WEB-DL.60fps.H.265.DV.DTS5.1-PTerWEB,30285173000,movie,nzbgeek
Dugout.2024.2160p.WEB-DL.AAC.H.265.60fps.HDR-HDSWEB,4096140000,movie,nzbgeek
I.Dont.Know.How.She.Does.It.2011.1080p.AMZN.WEB-DL.DDP5.1.H.264-BiOMA,8184105000,movie,nzbgeek
Wicked.Season.2024.1080p.WEBRip.DDP.5.1.10bit.H.265-iVy,1039045000,movie,nzbgeek
As.Above.So.Below.2014.1080p.USA.Blu-ray.AVC.DTS-HD.MA.7.1-VaLTiEL,48993802000,movie,nzbgeek
Wall.to.Wall.2025.1080p.WEBRip.DDP.5.1.10bit.H.265-iVy,2180520000,movie,nzbgeek
Trainwreck.Balloon.Boy.2025.1080p.WEBRip.DDP.5.1.Atmos.10bit.H.265-iVy,1076634000,movie,nzbgeek
The.Severed.Sun.2025.1080p.WEBRip.DDP.5.1.10bit.H.265-iVy,1559192000,movie,nzbgeek
New.Police.Story.2004.BluRay.1080p.DTS-HD.MA.5.1.AVC.HYBRID.REMUX-FraMeSToR,22242413000,movie,nzbgeek
Sons.of.the.Neon.Night.2025.2160p.WEB-DL.H.265.10bit.DV.DDP5.1.Atmos.2Audio-OurTV,33278827000,movie,nzbgeek
Are.You.Here.2015.BluRay.1080p.TrueHD.5.1.AVC.REMUX-FraMeSToR,23175125000,movie,nzbgeek
Monsters.of.Man.2020.UHD.BluRay.2160p.DTS-HD.MA.7.1.HEVC.REMUX-FraMeSToR,58444796000,movie,nzbgeek
Twin.Peaks.Fire.Walk.with.Me.1992.1080p.BluRay.DDP.5.1.10bit.H.265-iVy,3340237000,movie,nzbgeek
Joysticks.1983.1080p.BluRay.AVC.LPCM.2.0-NiXFLiX,30121039000,movie,nzbgeek
Prom.Pact.2023.1080p.DSNP.WEB-DL.DDP5.1.H.264-CMRG,5062194000,movie,nzbgeek
Bruce.Almighty.2003.1080p.BluRay.DDP.5.1.10bit.H.265-iVy,2621485000,movie,nzbgeek
Married.to.the.Mob.1988.2160p.Complete.UHD.Blu-ray.DV.HDR.HEVC.DTS-HD.MA.2.0-BLoz,80748456000,movie,nzbgeek
28.days.2000.28.720p.web.h264-jff,1972991000,movie,nzbgeek
28.days.2000.28.web.h264-rbb,980362000,movie,nzbgeek
High.Test.Girls.1980.English.Dub.1080p.BluRay.REMUX.AVC.H.264.DTS-HD.MA.5.1-TintoBrASS,24706134000,movie,nzbgeek
Zodiac.2007.{edition-Directors.Cut}.1080p.WEBRip.DDP.5.1.10bit.H.265-iVy,2452716000,movie,nzbgeek
21.bridges.2019.21.weh264-rbb,924620000,movie,nzbgeek
shelby.oaks.2024.720p.web-dl.ddp.5.1.h.264-pirates,922378000,movie,nzbgeek
High.Test.Girls.1980.English.Dub.1080p.BluRay.HEVC-HQ.x265.Opus.5.1-TintoBrASS,10439827000,movie,nzbgeek
Les.Miserables.The.Staged.Concert.2019.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-E24601,52665840000,movie,nzbgeek
All.the.Devils.Are.Here.2025.2160p.SKST.WEB-DL.DD.5.1.H.265-playWEB,10983445000,movie,nzbgeek
All.the.Devils.Are.Here.2025.1080p.SKST.WEB-DL.DD.5.1.H.264-playWEB,5761071000,movie,nzbgeek
the.activated.man.2023.720p.web.h264-jff,11020717000,movie,nzbgeek
Mobile.Suit.Gundam.SEED.Special.Edition.III.The.Rumbling.Sky.2004.1080p.BluRay.FLAC.2.0.x264-Kitsune,7131931000,movie,nzbgeek
The.Dam.Busters.1955.BluRay.1080p.AVC.DTS-HD.MA2.0-MTeam,60242566000,movie,nzbgeek
Wicked.2024.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR,102673861000,movie,nzbgeek
Book.Club.The.Next.Chapter.2023.1080p.BluRay.DD.5.1.x264-playHD,13597325000,movie,nzbgeek
Killer.Whale.2026.2160p.iTunes.WEB-DL.HEVC.10bit.DV.DD5.1.2Audios-QHstudIo,12420345000,movie,nzbgeek
Eva.Man.1980.BluRay.1080p.DDP.2.0.x265-SM737,3129597000,movie,nzbgeek
the.grieving.2025.720p.web.h264-jff,2876760000,movie,nzbgeek
Killer.Whale.2026.2160p.iTunes.WEB-DL.HEVC.10bit.HDR10+.DD5.1.2Audios-QHstudIo,20617608000,movie,nzbgeek
JJ+E.2021.1080p.Netflix.WEB-DL.AVC.DDP.5.1-DBTV,4730165000,movie,nzbgeek
El.Camino.A.Breaking.Bad.Movie.2019.1080p.REPACK.NF.WEB.DDP5.1.Atmos.x264-NTb,6485219000,movie,nzbgeek
cursed.2023.web.h264-rbb,547352000,movie,nzbgeek
cursed.2023.720p.web.h264-jff,1225047000,movie,nzbgeek
Dashing.Through.the.Snow.2023.2160p.DSNP.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX,10571166000,movie,nzbgeek
went.up.the.hill.2024.web.h264-rbb,944596000,movie,nzbgeek
went.up.the.hill.2024.720p.web.h264-jff,1932592000,movie,nzbgeek
Carved.The.Slit-Mouthed.Woman.2007.720p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune,4944152000,movie,nzbgeek
Crank.High.Voltage.2009.BluRay.1080p.DTS-HD.MA.7.1.AVC.REMUX-FraMeSToR,19830688000,movie,nzbgeek
Wild.Hearts.Cant.Be.Broken.1991.1080p.AMZN.WEB-DL.DDP2.0.H.264-NTb,8458597000,movie,nzbgeek
Holly.and.the.Hot.Chocolate.2022.720p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune,2525998000,movie,nzbgeek
Isola.Multiple.Personality.Girl.2000.720p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune,3360154000,movie,nzbgeek
Designing.Christmas.With.You.2023.720p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune,3108048000,movie,nzbgeek
Haunted.Harmony.Mysteries.Buried.at.C.2025.720p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune,2708294000,movie,nzbgeek
UnFree.Will.2024.1080p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune,1487466000,movie,nzbgeek
Five.Days.Till.Tomorrow.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-Kitsune,781151000,movie,nzbgeek
Cowboys.and.Aliens.2011.Theatrical.UHD.BluRay.2160p.DTS-HD.MA.5.1.SDR.HEVC.REMUX-FraMeSToR,87541681000,movie,nzbgeek
the.hunger.games.the.ballad.of.songbirds.and.snakes.2023.720p.web.h264-jff,3335143000,movie,nzbgeek
the.hunger.games.the.ballad.of.songbirds.and.snakes.2023.web.h264-rbb,1500856000,movie,nzbgeek
General.Magic.2018.REPACK.1080p.AMZN.WEBRip.DDP2.0.x264-NTG,5249929000,movie,nzbgeek
1408.2007.Directors.Cut.2160p.UHD.Blu-ray.Remux.DV.HDR.HEVC.TrueHD.5.1-CiNEPHiLES,77486524000,movie,nzbgeek
the.hunger.games.mockingjay.part.1.2014.720p.web.h264-jff,3974844000,movie,nzbgeek
the.hunger.games.mockingjay.part.2.2015.720p.web.h264-jff,1884995000,movie,nzbgeek
All.the.Devils.Are.Here.2025.2160p.SKST.WEB-DL.DD+5.1.HDR.H.265-playWEB,12971341000,movie,nzbgeek
The.Hunger.Games.Mockingjay.Part.2.2015.1080p.PCOK.WEB-DL.DDP.5.1.H.264-PiRaTeS,10152009000,movie,nzbgeek
The.Hunger.Games.The.Ballad.of.Songbirds.and.Snakes.2023.1080p.PCOK.WEB-DL.DDP.5.1.H.264-PiRaTeS,7306649000,movie,nzbgeek
The.Rip.2026.MULTi.AD.1080p.NF.WEB.H265-THESYNDiCATE,4176166000,movie,nzbgeek
The.Covenant.2023.MULTi.1080p.WEB.DDP.5.1.AV1-BTT,3128030000,movie,nzbgeek
All.the.Devils.Are.Here.2025.2160p.SKST.WEB-DL.DD+5.1.H.265-playWEB,12919414000,movie,nzbgeek
Perfect.Blue.1997.MULTi.1080p.BluRay.x264-SASHiMi,8789055000,movie,nzbgeek
All.the.Devils.Are.Here.2025.1080p.SKST.WEB-DL.DD+5.1.H.264-playWEB,6777585000,movie,nzbgeek
All.the.Devils.Are.Here.2025.720p.SKST.WEB-DL.DD+5.1.H.264-playWEB,3872172000,movie,nzbgeek
Draft.Day.2014.COMPLETE.BLURAY-PCH,61292536000,movie,nzbgeek
Les Trois Frres 1995 VOF 1080p WEB-DL AVC HE-AAC 2.0-QBDom,4198749000,movie,nzbgeek
Prey.2021.1080p.Netflix.WEB-DL.AVC.DDP.5.1-DBTV,4540991000,movie,nzbgeek
Regarde.2025.FRENCH.1080p.WEB.x264-FW,2981620000,movie,nzbgeek
the.hunger.games.mockingjay.part.2.2015.web.h264-rbb,1143372000,movie,nzbgeek
Par.amour.2024.FRENCH.AD.1080p.WEB.x264-THESYNDiCATE,2652204000,movie,nzbgeek
the.hunger.games.catching.fire.2013.720p.web.h264-jff,3310007000,movie,nzbgeek
Le.Samaritain.2022.MULTi.1080p.WEB.DDP.5.1.AV1-BTT,2380582000,movie,nzbgeek
Killer.Whale.2026.TRUEFRENCH.1080p.WEB-DL.H265-Slay3R,2518332000,movie,nzbgeek
the.hunger.games.catching.fire.2013.web.h264-rbb,1222964000,movie,nzbgeek
Ice.Road.La.Vengeance.2025.MULTi.1080p.WEB.DDP.5.1.AV1-BTT,3225476000,movie,nzbgeek
the.hunger.games.mockingjay.part.1.2014.web.h264-rbb,1175313000,movie,nzbgeek
Trap.House.2025.MULTi.1080p.WEB.DDP.5.1.AV1-BTT,1986888000,movie,nzbgeek
The Rip.2026.MULTi.VFF.1080p.WEBrip.10.bits.EAC3.5.1.x265-TyHD,2622161000,movie,nzbgeek
The Last Witch Hunter 2015 MULTi VF2 1080p BluRay HDLight x265-APoK,2289286000,movie,nzbgeek
Le renard et lenfant.2007.FRENCH.1080p.BluRay.DTS.HDMA.x265,4646354000,movie,nzbgeek
Hierarchy.2025.FRENCH.1080p.WEB.H264-TFA,4906020000,movie,nzbgeek
La.cage.aux Folles.1978.FRENCH.1080p.WEB.H265-TyHD,2623598000,movie,nzbgeek
Killer.Whale.2026.FRENCH.1080p.WEBrip.10.bits.EAC3.5.1.x265-TyHD,1488754000,movie,nzbgeek
Giallo.2010.MULTi.VFi.1080p.HDLight.AC3.5.1.H264-LiHDL,2891306000,movie,nzbgeek
Gabbys.Dollhouse.The.Movie.2025.MULTi.VF2.1080p.WEBrip.EAC3.5.1.x265-TyHD,2090775000,movie,nzbgeek
Charlies.Angels.2019.1080p.WEBRip.6CH.x265.HEVC-PSA,1929331000,movie,nzbgeek
Alpha.2025.FRENCH.VOF.1080p.HDLight.AC3.5.1.H264-LiHDL,3543598000,movie,nzbgeek
The.Hunger.Games.Mockingjay.Part.2.2015.1080p.YT.WEB-DL.AAC.2.0.H.264-PiRaTeS,6231435000,movie,nzbgeek
The.Hunger.Games.Mockingjay.Part.2.2015.1080p.iP.WEB-DL.AAC.2.0.H.264-PiRaTeS,4053916000,movie,nzbgeek
Pickpocket.1997.1080p.AMZN.WEB-DL.DDP2.0.H.264-TEPES,10209661000,movie,nzbgeek
Kill.Bill.Vol.2.2004.2160p.GER.UHD.Blu-ray.DoVi.HDR10.HEVC.DTS-HD.MA.5.1-FULLBRUTALiTY,76792542000,movie,nzbgeek
The.Hunger.Games.Mockingjay.Part.1.2014.1080p.PCOK.WEB-DL.DDP.5.1.H.264-PiRaTeS,9128658000,movie,nzbgeek
The.Hunger.Games.Mockingjay.Part.1.2014.1080p.YT.WEB-DL.AAC.2.0.H.264-PiRaTeS,5490390000,movie,nzbgeek
Les.Miserables.The.Staged.Concert.2019.1080p.BluRay.AAC.5.1.x265-E24601,9759942000,movie,nzbgeek
Impasse.du.desir.2010.1080p.TV5M.WEB-DL.AAC2.0.H.264-playWEB,3387278000,movie,nzbgeek
The.Hunger.Games.Mockingjay.Part.1.2014.1080p.iP.WEB-DL.AAC.2.0.H.264-PiRaTeS,3895758000,movie,nzbgeek
The.Hunger.Games.Catching.Fire.2013.1080p.PCOK.WEB-DL.DDP.5.1.H.264-PiRaTeS,10852125000,movie,nzbgeek
The.Hunger.Games.Catching.Fire.2013.1080p.YT.WEB-DL.AAC.2.0.H.264-PiRaTeS,8360288000,movie,nzbgeek
The.Rip.2026.2160p.NF.WEB-DL.DV.HDR.H.265.DDP5.1.Atmos-BiVerseADWeb,20914112000,movie,nzbgeek
All.Dirt.Roads.Taste.of.Salt.2023.1080p.BluRay.DD.5.1,22651042000,movie,nzbgeek
The.Hunger.Games.2012.1080p.iP.WEB-DL.AAC.2.0.H.264-PiRaTeS,9579002000,movie,nzbgeek
In.the.Tall.Grass.2019.1080p.Netflix.WEB-DL.AVC.DDP.5.1.Atmos-DBTV,5436703000,movie,nzbgeek
the.hunger.games.2012.web.h264-rbb,1345741000,movie,nzbgeek
the.hunger.games.2012.720p.web.h264-jff,4519132000,movie,nzbgeek
The.Hunger.Games.Catching.Fire.2013.1080p.iP.WEB-DL.AAC.2.0.H.264-PiRaTeS,6502940000,movie,nzbgeek
Sons.of.the.Neon.Night.2025.2160p.HQ.WEB-DL.60fps.H.265.HDR.DTS5.1-PTerWEB,25400148000,movie,nzbgeek
Star.Trek.Into.Darkness.2013.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,26011511000,movie,nzbgeek
Star.Trek.V.The.Final.Frontier.1989.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,21136381000,movie,nzbgeek
Jane.Eyre.1996.1080p.BluRay.DD.2.0.x264-playHD,17351809000,movie,nzbgeek
Star.Trek.I.The.Motion.Picture.1979.Dts-HDMa5.1.AVC-d3g,25819434000,movie,nzbgeek
The.Hunger.Games.2012.1080p.YT.WEB-DL.AAC.2.0.H.264-PiRaTeS,8143709000,movie,nzbgeek
Star.Trek.II.The.Wrath.of.Khan.1982.Theatrical.Cut.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,22136906000,movie,nzbgeek
Star.Trek.VIII.First.Contact.1996.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,22076742000,movie,nzbgeek
The.Hunger.Games.2012.1080p.PCOK.WEB-DL.DDP.5.1.H.264-PiRaTeS,32580347000,movie,nzbgeek
Star.Trek.VII.Generations.1994.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,23473193000,movie,nzbgeek
Star.Trek.X.Nemesis.2002.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,23051239000,movie,nzbgeek
Star.Trek.IV.The.Voyage.Home.1986.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,23479904000,movie,nzbgeek
Star.Trek.Section.31.2025.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,18819225000,movie,nzbgeek
Star.Trek.III.The.Search.For.Spock.1984.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,20515186000,movie,nzbgeek
Star.Trek.2009.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,24919498000,movie,nzbgeek
Star.Trek.Beyond.2016.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,23853212000,movie,nzbgeek
Star.Trek.VI.The.Undiscovered.Country.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,21713573000,movie,nzbgeek
Star.Trek.IX.Insurrection.1998.EUR.BluRay.1080p.BluRay.Dts-HDMa5.1.AVC-d3g,20411918000,movie,nzbgeek
No.Escape.2015.1080p.BluRay.REMUX.Dts-HDMa5.1.AVC-d3g,37600783000,movie,nzbgeek
An.Unfinished.Life.2005.BluRay.1080p.DTS-HD.MA.5.1.AVC.HYBRID.REMUX-FraMeSToR,21710788000,movie,nzbgeek
Black.Phone.2.2025.MULTi.COMPLETE.BLURAY-PtBM,46316500000,movie,nzbgeek
American.Fiction.2023.1080p.BluRay.REMUX.AVC.H.264.DTS-HD.MA.5.1-MrTentsaw,39748991000,movie,nzbgeek
No.Escape.[2015].br.remux.avc-d3g,31958147000,movie,nzbgeek
Nocturnal.Animals.2016.1080p.BluRay.REMUX.Dts-HDMa5.1.+.Multi.AVC-d3g,43705485000,movie,nzbgeek
North.by.Northwest.1959.1080p.BluRay.REMUX.Dts-HDMa5.1.+.Multi.AVC-d3g,38340743000,movie,nzbgeek
Pi.1998.UHD.BluRay.DV-HDR10.10bit.2160p.AC-3.TrueHD7.1.Atmos.HEVC-d3g,66748596000,movie,nzbgeek
To.Live.and.Die.in.L.A.1985.2160p.UHD.BluRay.H.265-GAZPROM,10201000,movie,nzbgeek
On.the.Waterfront.1954.1080p.BluRay.REMUX.Dts-HDMa5.1.+.Multi.AVC-d3g,34603195000,movie,nzbgeek
Nocturnal.Animals.[2016].br.remux.multi.hevc-d3g,37159533000,movie,nzbgeek
Hellboy.The.Crooked.Man.2024.REPACK.UHD.BluRay.2160p.DDP.5.1.SDR.x265-hallowed,17131270000,movie,nzbgeek
Winter.in.Sokcho.2024.1080p.FRA.Blu-ray.AVC.DTS-HD.MA.5.1-GWXHBL,56741925000,movie,nzbgeek
we.need.to.talk.about.kevin.2011.1080p.nf.web-dl.ddp5.1.h.264-ngp,6348659000,movie,nzbgeek
Jane.Eyre.1996.1080p.BluRay.DD+2.0.x264-playHD,20417065000,movie,nzbgeek
Marquis.de.Sade.s.Justine.1969.UHD.BluRay.2160p.FLAC.1.0.DV.HEVC.REMUX-FraMeSToR,78816177000,movie,nzbgeek
Jane.Eyre.1996.720p.BluRay.DD+2.0.x264-playHD,10694449000,movie,nzbgeek
we.need.to.talk.about.kevin.2011.720p.web.h264-jff,3404497000,movie,nzbgeek
On.the.Waterfront.[1954].br.remux.multi.avc-d3g,29400156000,movie,nzbgeek
we.need.to.talk.about.kevin.2011.web.h264-rbb,1055144000,movie,nzbgeek
120.Bahadur.2025.1080p.Amazon.WEB-DL.AVC.DDP5.1.3Audios-QHstudIo,11697908000,movie,nzbgeek
American.Fiction.2023.1080p.BluRay.HEVC-HQ.x265.Opus.5.1-MrTentsaw,9537068000,movie,nzbgeek
Pi.1998.UHD.br.dv-hdr.hevc-d3g,56714041000,movie,nzbgeek
American.Beauty.1999.1080p.BluRay.REMUX.AVC.H.264.DTS-HD.MA.5.1.incl.Commentary-MrTentsaw,30944264000,movie,nzbgeek
The.Score.2001.1080p.UHD.BluRay.DD+5.1.DoVi.HDR10.x265-REBORN,22285861000,movie,nzbgeek
The.French.Love.1972.BluRay.1080p.DDP.2.0.x265-SM737,3506457000,movie,nzbgeek
The.House.by.the.Cemetery.1981.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR,66030582000,movie,nzbgeek
Tank.Girl.1995.2160p.Complete.UHD.Blu-ray.DV.HDR.HEVC.DTS-HD.MA.5.1-BLoz,81280103000,movie,nzbgeek
Sons.of.the.Neon.Night.2025.2160p.WEB-DL.H.265.AAC-PTerWEB,2863599000,movie,nzbgeek
Northern.2017.1080p.WEBRip.DDP.2.0.10bit.H.265-iVy,1919560000,movie,nzbgeek
Tollbooth.2004.1080p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune,6381989000,movie,nzbgeek
No.More.Time.[2022].1080p.WEBRip-LAMA,1544305000,movie,nzbgeek
American.Beauty.1999.1080p.BluRay.HEVC-HQ.x265.Opus.5.1.incl.Commentary-MrTentsaw,12466739000,movie,nzbgeek
Death.Makes.Life.Possible.[2013].1080p.WEBRip-LAMA,1230974000,movie,nzbgeek
All.That.We.Love.[2024].1080p.WEBRip.5.1-LAMA,1876441000,movie,nzbgeek
northern.2017.720p.web.h264-jff,1339725000,movie,nzbgeek
northern.2017.web.h264-rbb,638839000,movie,nzbgeek
Emmanuelle.1974.COMPLETE.UHD.BLURAY-UNTOUCHED,78940284000,movie,nzbgeek
Out.of.the.Dark.2014.1080p.WEBRip.DDP.5.1.10bit.H.265-iVy,1325384000,movie,nzbgeek
The.Haunting.of.Morella.1990.BluRay.1080p.DDP.2.0.x265-SM737,2955343000,movie,nzbgeek
Let.Them.All.Talk.2020.1080p.HMAX.WEB-DL.DD5.1.H.264-NTG,9028261000,movie,nzbgeek
wick.is.pain.2025.720p.brrip.h264-jff,2133364000,movie,nzbgeek
wick.is.pain.2025.brrip.h264-rbb,1157853000,movie,nzbgeek
raisin.paste.2022.720p.web.h264-jff,2302769000,movie,nzbgeek
night.to.day.2022.web.h264-rbb,2185878000,movie,nzbgeek
Pillion.2025.REPACK.2160p.iT.WEB-DL.Hybrid.H265.DV.HDR10DDP.5.1.English-HONE,21337328000,movie,nzbgeek
Vampyros.Lesbos.1971.BluRay.1080p.DDP.2.0.x265-SM737,3129779000,movie,nzbgeek
Tollbooth.2004.1080p.AMZN.WEB-DL.DDP2.0.H264-Kitsune,6382160000,movie,nzbgeek
Wonder.Woman.1984.2020.IMAX.2160p.MA.WEB-DL.TrueHD.Atmos.7.1.DV.HDR10P.H.265-TheFarm,40127680000,movie,nzbgeek
Stan.&amp;.Ollie.2018.GER.BluRay.1080p.AVC.DTS-HD.MA.5.1-DiYHDHome,52973291000,movie,nzbgeek
You.Call.It.Passion.2015.BluRay.Remux.1080p.AVC.TrueHD.5.1-BMF,26477389000,movie,nzbgeek
death.makes.life.possible.2013.720p.web.h264-jff,2167753000,movie,nzbgeek
death.makes.life.possible.2013.1080p.webrip.x264.aac-yts.bz,1231020000,movie,nzbgeek
death.makes.life.possible.2013.web.h264-rbb,604735000,movie,nzbgeek
The.Handmaiden.2016.1080p.TVING.WEB-DL.H.264.AAC-UBWEB,4880521000,movie,nzbgeek
Ju-on.The.Grudge.2002.UHD.BluRay.2160p.DTS-HD.MA.5.1.DV.HEVC.REMUX-FraMeSToR,71266938000,movie,nzbgeek
hands.2026.web.h264-rbb,843736000,movie,nzbgeek
death.makes.life.possible.2013.720p.webrip.x264.aac-yts.bz,664986000,movie,nzbgeek
death.makes.life.possible.2013.1080p.amzn.web-dl.dd.2.0.h.264-playweb,4932734000,movie,nzbgeek
If.I.Had.Legs.Id.Kick.You.2025.1080p.Blu-ray.Remux.AVC.TrueHD.Atmos.7.1-CiNEPHiLES,29257566000,movie,nzbgeek
Altered.2025.UHD.BluRay.2160p.DDP.Atmos.5.1.DV.HDR.x265-hallowed,15017050000,movie,nzbgeek
Myth.of.Man.2025.720p.AMZN.WEB-DL.DD+2.0.H.264-playWEB,5844986000,movie,nzbgeek
Dressage.1986.BluRay.1080p.DUAL.DDP.2.0.x265-SM737,3923722000,movie,nzbgeek
Nine.2009.MULTi.COMPLETE.BLURAY-PRAWN,10185000,movie,nzbgeek
The.Star.2017.USA.NTSC.DVD9.DD.5.1-VaLTiEL,8570354000,movie,nzbgeek
if.i.had.legs.id.kick.you.2025.brrip.h264-rbb,1028488000,movie,nzbgeek
if.i.had.legs.id.kick.you.2025.720p.brrip.h264-jff,1878443000,movie,nzbgeek
Pillion.2025.REPACK.2160p.iT.WEB-DL.Hybrid.H265.DV.HDR10.DDP.5.1.English-HONE,21337719000,movie,nzbgeek
A.Normal.Family.2023.1080p.FRA.Blu-ray.AVC.DTS-HD.MA.5.1-GWXHBL,46368475000,movie,nzbgeek
Westwood.Punk.Icon.Activist.2018.USA.NTSC.DVD9.DD.5.1-VaLTiEL,6526319000,movie,nzbgeek
nine.2009.multi.complete.bluray-prawn,53917727000,movie,nzbgeek
Confessions.of.a.Psycho.Cat.1967.BluRay.1080p.DDP.2.0.x265-SM737,2596717000,movie,nzbgeek
all.that.we.love.2024.1080p.webrip.x264.aac5.1-yts.bz,1876382000,movie,nzbgeek
Blood.Diamond.2006.1080p.CHN.Blu-ray.VC-1.TrueHD.5.1-lullabyevil,32760310000,movie,nzbgeek
Aquaman.2018.IMAX.2160p.MA.WEB-DL.TrueHD.Atmos.7.1.DV.HDR.H.265-TheFarm,38691802000,movie,nzbgeek
Ya.Boy.Kongming.The.Movie.2025.1080p.Friday.WEB-DL.AAC.H.264-HDSWEB,10742392000,movie,nzbgeek
Avatar.The.Way.of.Water.2022.BluRay.1080p.DTS-HD.MA5.1.x265.10bit-BeiTai,25648755000,movie,nzbgeek
Die.Farbe.2010.GERMAN.COMPLETE.BLURAY-NEWHAM,15857937000,movie,nzbgeek
The.Lady.in.the.Morgue.1938.WEB-DL.720p.AAC.2.0.AVC-UNK-AsRequested,931616000,movie,nzbgeek
Walking.to.You.2025.2160p.WEB-DL.60Fps.HQ.DoVi.H.265.10bit.AAC-UBWEB,30507110000,movie,nzbgeek
The.Banker.1989.1080p.BluRay.DDP.2.0.10bit.H.265-iVy,1719103000,movie,nzbgeek
Stranded.2023.1080p.WEBRip.DDP.2.0.10bit.H.265-iVy,1457826000,movie,nzbgeek
Skinjacker.2024.1080p.WEBRip.DDP.2.0.10bit.H.265-iVy,1339778000,movie,nzbgeek
